# 时间戳(ms),带宽(Mbps)
4650900,0.41
4651000,0.41
4651100,0.41
4651200,0.41
4651300,0.40
4651400,0.40
4651500,0.41
4651600,0.41
4651700,0.41
4651800,0.41
4651900,0.40
4652000,0.41
4652100,0.41
4652200,0.41
4652300,0.41
4652400,0.41
4652500,0.41
4652600,0.41
4652700,0.41
4652800,0.41
4652900,0.41
4653000,0.41
4653100,0.41
4653200,0.41
4653300,0.41
4653400,0.41
4653500,0.41
4653600,0.41
4653700,0.42
4653800,0.42
4653900,0.41
4654000,0.42
4654100,0.41
4654200,0.41
4654300,0.42
4654400,0.41
4654500,0.41
4654600,0.42
4654700,0.41
4654800,0.42
4654900,0.42
4655000,0.41
4655100,0.41
4655200,0.41
4655300,0.42
4655400,0.41
4655500,0.41
4655600,0.42
4655700,0.42
4655800,0.42
4655900,0.42
4656000,0.42
4656100,0.42
4656200,0.42
4656300,0.42
4656400,0.42
4656500,0.42
4656600,0.42
4656700,0.42
4656800,0.42
4656900,0.42
4657000,0.42
4657100,0.42
4657200,0.42
4657300,0.42
4657400,0.42
4657500,0.42
4657600,0.42
4657700,0.42
4657800,0.42
4657900,0.42
4658000,0.42
4658100,0.42
4658200,0.42
4658300,0.42
4658400,0.42
4658500,0.42
4658600,0.42
4658700,0.41
4658800,0.42
4658900,0.42
4659000,0.42
4659100,0.42
4659200,0.41
4659300,0.41
4659400,0.41
4659500,0.41
4659600,0.41
4659700,0.41
4659800,0.42
4659900,0.41
4660000,0.41
4660100,0.41
4660200,0.41
4660300,0.41
4660400,0.39
4660500,0.40
4660600,0.40
4660700,0.40
4660800,0.40
4660900,0.40
4661000,0.40
4661100,0.40
4661200,0.40
4661300,0.40
4661400,0.40
4661500,0.40
4661600,0.40
4661700,0.40
4661800,0.40
4661900,0.40
4662000,0.40
4662100,0.40
4662200,0.40
4662300,0.40
4662400,0.40
4662500,0.40
4662600,0.41
4662700,0.41
4662800,0.40
4662900,0.41
4663000,0.40
4663100,0.40
4663200,0.41
4663300,0.40
4663400,0.40
4663500,0.41
4663600,0.40
4663700,0.40
4663800,0.41
4663900,0.41
4664000,0.41
4664100,0.41
4664200,0.41
4664300,0.41
4664400,0.41
4664500,0.41
4664600,0.41
4664700,0.41
4664800,0.41
4664900,0.41
4665000,0.41
4665100,0.41
4665200,0.41
4665300,0.41
4665400,0.41
4665500,0.41
4665600,0.41
4665700,0.41
4665800,0.41
4665900,0.41
4666000,0.41
4666100,0.41
4666200,0.41
4666300,0.41
4666400,0.41
4666500,0.41
4666600,0.41
4666700,0.41
4666800,0.41
4666900,0.41
4667000,0.41
4667100,0.41
4667200,0.41
4667300,0.41
4667400,0.41
4667500,0.41
4667600,0.41
4667700,0.41
4667800,0.41
4667900,0.41
4668000,0.41
4668100,0.41
4668200,0.41
4668300,0.41
4668400,0.41
4668500,0.41
4668600,0.41
4668700,0.41
4668800,0.41
4668900,0.41
4669000,0.41
4669100,0.41
4669200,0.41
4669300,0.42
4669400,0.41
4669500,0.41
4669600,0.42
4669700,0.41
4669800,0.42
4669900,0.42
4670000,0.41
4670100,0.42
4670200,0.42
4670300,0.41
4670400,0.42
4670500,0.41
4670600,0.41
4670700,0.37
4670800,0.42
4670900,0.42
4671000,0.42
4671100,0.42
4671200,0.42
4671300,0.42
4671400,0.42
4671500,0.42
4671600,0.42
4671700,0.42
4671800,0.42
4671900,0.42
4672000,0.42
4672100,0.42
4672200,0.42
4672300,0.42
4672400,0.42
4672500,0.42
4672600,0.42
4672700,0.42
4672800,0.42
4672900,0.42
4673000,0.42
4673100,0.42
4673200,0.42
4673300,0.42
4673400,0.42
4673500,0.42
4673600,0.42
4673700,0.42
4673800,0.42
4673900,0.42
4674000,0.42
4674100,0.42
4674200,0.42
4674300,0.42
4674400,0.42
4674500,0.42
4674600,0.42
4674700,0.42
4674800,0.42
4674900,0.42
4675000,0.42
4675100,0.42
4675200,0.42
4675300,0.42
4675400,0.42
4675500,0.42
4675600,0.42
4675700,0.42
4675800,0.42
4675900,0.42
4676000,0.42
4676100,0.42
4676200,0.42
4676300,0.42
4676400,0.42
4676500,0.42
4676600,0.42
4676700,0.42
4676800,0.42
4676900,0.42
4677000,0.42
4677100,0.42
4677200,0.42
4677300,0.42
4677400,0.42
4677500,0.42
4677600,0.42
4677700,0.42
4677800,0.42
4677900,0.42
4678000,0.42
4678100,0.42
4678200,0.42
4678300,0.42
4678400,0.42
4678500,0.42
4678600,0.42
4678700,0.42
4678800,0.42
4678900,0.42
4679000,0.42
4679100,0.42
4679200,0.42
4679300,0.42
4679400,0.42
4679500,0.42
4679600,0.42
4679700,0.42
4679800,0.42
4679900,0.42
4680000,0.42
4680100,0.42
4680200,0.42
4680300,0.42
4680400,0.42
4680500,0.42
4680600,0.42
4680700,0.42
4680800,0.42
4680900,0.42
4681000,0.42
4681100,0.42
4681200,0.42
4681300,0.42
4681400,0.42
4681500,0.42
4681600,0.42
4681700,0.42
4681800,0.42
4681900,0.42
4682000,0.42
4682100,0.42
4682200,0.42
4682300,0.42
4682400,0.42
4682500,0.42
4682600,0.42
4682700,0.42
4682800,0.42
4682900,0.42
4683000,0.42
4683100,0.43
4683200,0.43
